eventType,comments
Other,pooh from <number> m to <number> m umm erradhuma performed backreaming from <number>xxunitmto <number>xxunitm pumped out flow rate  <number> ltsmin spp  <number> psi rpm  <number> pooh free from<number>xxunitmto <number>xxunitmwo pumping out or rotating  downhole losses <number>xxunitmthre <number> m<number>hr
Other,flow check  observed static level decreased slightly
Other,pooh free from <number> m to <number> m shoe observed surface losses due to pull the string wet calculated fill volume  <number> m<number> actual volume  <number>xxunitmthresurface loses  <number> m<number>
Other,pooh from <number> m to <number> m observed surface losses due to pull the string wet flowcheck  bha ok calculated fill volume  <number> m<number> actual volume  <number>xxunitmthresurface losses  <number> m<number>
Other,pooh from <number> m to surface observed surface losses due to pull the string wet ld <number> jar <number> dcs <number> stabilizers <number>gt motor <number> pdc calculated fill volume  <number> m<number> actual volume  <number>xxunitmthresurface losses  <number> m<number> recovered totco deviation <number> degree  <number> m slm measurement for drill string is <number>xxunitmlonger than pipe tally dull grading for pdc bit  <number>btgxirrtd
Other,retrieved wear bushing
Other,ru tesco <number> casing running tools
Other,mu <number> shoe track  float collar function tested ok rih to <number> m held psjm float shoe <number> jt <number> ppf l<number> vamtop float collar  installed one bow type centralizerxxunitinthe first  second joint
Other,run <number> ppf l<number> vamtop csg from <number> m to <number> m <number> of total <number> jts  filled every <number> jts calculated hole displacement volume <number>xxunitmthreactual hole displacement volume <number> m<number> losses  <number> m<number> received <number>xxunitmthrefresh water for cementing
Other,run <number> ppf l<number> vamtop csg from <number> m to <number> m <number> of total <number> jts filled every <number> jts mud losses  <number>xxunitmthre <number> m<number>hr circulated at casing shoe    flowrate  <number> spp  <number> psi
Other,run <number> ppf l<number> vamtop csg from <number> m to <number> m  <number> of total <number> jts filled every <number> jts mud losses  <number>xxunitmthre <number> m<number>hr continusly monitoring hook loads via trip load chart
Loss circulation,npt pooh due to total lost circulation plan to rih for cement plug
Loss circulation,npt pulled and broke out <number> pdc bit laid down string stabilizer and roller reamer
Other,npt rih  <number> oedp to bottom  <number> m 
Other,npt circulate  wellbore with  water  <number> lpm <number> psiobserved returns on shakers  downhole losses average  <number> m<number>hr
Other,npt continued circulating wellboreobserved high levels of h<number>s gas shutted off pumps and performed flow check observed well flowingshut in  well and read pressures x <number> min sisp <number> psi sicp <number> psidecided to open pipe rams observed well flow with black sulfourous watershut in well read pressures x <number> hr meanwhile prepared active system to <number> sg mwsisp <number> psi sicp <number> psi
Other,npt circulated well  <number> lpm full cycle <number> stksobserved mud contaminated with black sulfurous water lcm and after mud in good conditionsshutted off pumps and performed flow check well flowing
Other,npt shut in well and read pressuressidpp <number> psi sicp <number> psimeanwhile mixing in active to increasexxunitmwto <number> sg for bullheading
Other,npt held prejob safety meeting main task safety at work and instructions for bullheading job
Kick,bullheading jobperformed bullheading with <number> sg mud from drillpipe and annulus two times annulus volume  <number> spm initial pressure <number>  <number> psi  final pressure <number> psi
Kick,npt opened pipe rams and performed flow check well static level drop  <number> mfilled annulus no static losses observed
Other,npt installed cement lines in side entry subflushed and filled line and pressure test up to <number> psi okpump <number> m<number> of fresh water  <number> lpmmix  pump <number> m<number> of cement slurry <number> sg  <number> lpm add <number> lbbbl cemnetd<number>mix  pump <number> m<number> of cement slurry <number> sg  <number> lpmmix  pump <number> m<number> of cement slurry <number> sg  <number> lpm add <number> lbbbl cemnetd<number>pump <number> m<number> of fresh water behind  <number> lpmdisplace with <number> m<number> of mud  <number> lpmrigged down cement linesnote after <number> m<number> pumped observed returns on shakerslossed returns at <number> m<number> pumped
Other,npt pooh <number> dp to <number>m and circulate two times drill string  annulus volume to clean drill pipe
Other,npt woc no static losses observedflushed all surface system with fresh water
Other,npt woc oberserved well flowing in <number> inch rate stream gain <number> m<number>shut in well
Other,npt waited on cement surface cement samples got hard consistencyopened well observed well flowingcirculate full cycle in progress
Loss circulation,lost circulation <number>bblhr <number>'  <number>' layoutxxunitasingle joint of pipe mix and pump <number> x <number>xxunitbbllcm pill w <number> lbbbl cottonseed hulls partial to full returns obtained lithology <number>% sand
Other,while pumping lcm and working string pu <number>k so <number>k overpull <number>k <number> kftlbs torque <number> gpm <number> rpm
Other,drlg  <number> fph <number>k  wob <number> rpm <number> gpm <number> psi pu <number>k so <number>k robw <number> k <number>xxunitkftlbs torq diff pressure <number> psi
Loss circulation,lost circulation <number>bblhr <number>'  <number>' layoutxxunitasingle joint of pipe mix and pump <number>xxunitbbllcm pill w <number> lbbbl mica nutplug and cottonseed hulls build volume <number> x <number>bbls and pump <number>xxunitbbllcm pill w <number> lbbbl medium nutplug and cottonseed hulls <number> rpm <number> gpm <number> psi <number> kftlb torque
Loss circulation,build volume pumped one <number> bbl <number> lbbbl lcm pill w cottonseed hulls course mica and medium nutplug build lcmxxunitinactive system to <number> lbbbl regain full returns <number> gpm <number> rpm <number>k ftlb torque <number> psi slowly increase pump rate to <number>gpm <number>psi w full returns
Other,drlg  <number> fph <number>k  wob <number> rpm <number> gpm <number> psi <number>xxunitkftlbs torq
Loss circulation,lost circulation <number> bblhr build volume and pump <number>bbl lcm pills <number> rpm <number> k ftlbs torque <number> psi <number> gpm
Loss circulation,pooh f <number>' to <number>' to build volume
Loss circulation,lost circulation <number>' build volume pump lcm pills <number> rpm <number>k ftlbs torque
Loss circulation,regained circulation condition mud and circulate build lcmxxunitinactive system to <number> lbbbl using course mica medium nutplug and cottonseed hulls vis  <number> secqtxxunitmw <number> ppg <number> rpm <number> gpm <number>k ftlbs <number> psi pu <number>k so <number>k roffb <number>k
Loss circulation,<number>' to <number>' <number>psi <number> gpm pu <number>k so <number>k robw <number>k mud losses <number> bblhr bypass solids control equipment to allow lcm to remainxxunitinactive system  <number> lbbbl
Other,drlg  <number> fph <number>k  wob <number> rpm <number> gpm <number> psi pu <number>k so <number>k robw <number> k <number>xxunitkftlbs torq diff pressure <number> psi mud losses <number> bblhr
Other,rig service
Other,pooh w dp f <number>' to <number>'  <number> fthr pu <number>k overpull  na
Other,fix iron roughneck hydraulic closing pressure was set too high which caused bolts to be stripped and pushed out of hydraulic cylinder plate mechanic came to location and fixed equipment pumped <number>xxunitbbllcm pill prior to pooh
Kick, sicp stabilized <number> psi mud weight inside the hole still <number> pcfbumped float  sidp<number> psi
Kick, circulation through the choke <number> spm using driller methodicp<number> psi minimum mud weight out at btm up is <number> pcf and increased gradually with circulation to <number> pcfmaximum gases <number>% flaring the gas for <number> min the flare was <number> meters highmeanwhile
Kick,cont'd circ meanwhile mixing kill mud to <number> pcf
Kick,pjsm  killed the well by ww methodicp<number> psi  fcp<number> psikmw<number> pcf circulated with <number>% hole volume until mud wt in<number> pcf and mud wt out at <number> pcf shut in the well and observed pressures sidp zero  sicp zero opened the well and flow check hole static ok
Stuck Pipe,tried to move the string found the string stuckworked on stuck by jarring down with torque  jarring up without pump meanwhile weighted up new volume for circwork on string betw <number>  <number> klb by jarring up  down
